City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
685,Varhaug,NO,58.6147,5.6457,33.48,87,100,11.92,overcast clouds
686,Salinopolis,BR,-0.6136,-47.3561,77.04,89,99,12.95,moderate rain
687,Roma,US,43.2128,-75.4557,17.82,73,12,1.99,few clouds
688,Nishihara,JP,26.1842,127.7558,62.65,64,75,5.75,broken clouds
689,Leningradskiy,RU,69.3833,178.4167,-17.01,94,67,9.53,broken clouds
690,Kasempa,ZM,-13.4584,25.8338,63.0,96,99,4.83,light rain
691,Uga,NG,5.9358,7.0793,71.64,21,77,2.42,broken clouds
692,Socorro,US,31.6546,-106.3033,64.06,19,40,8.05,scattered clouds
693,Carbonia,IT,39.1672,8.5222,52.45,69,66,33.6,broken clouds
694,Najran,SA,17.4924,44.1277,57.85,57,44,6.46,scattered clouds
695,Mahibadhoo,MV,3.7833,72.9667,82.17,77,19,13.42,few clouds
696,Awjilah,LY,29.1081,21.2869,53.49,65,57,9.6,broken clouds
697,Pacific Grove,US,36.6177,-121.9166,59.58,84,0,1.01,clear sky
698,Laguna De Perlas,NI,12.3429,-83.6712,76.05,70,37,14.47,scattered clouds
699,Aykhal,RU,66.0,111.5,-27.47,100,89,4.97,overcast clouds
700,Hendek,TR,40.7994,30.7481,25.12,81,13,7.2,few clouds
